secs,km,power,hr,cad,alt
3807,0,29,168,107,-2.8
3808,0,196,168,107,-2.8
3809,0,196,168,103,-2.8
3810,0,93,168,79,-2.8
3811,0,80,168,105,-2.8
3812,0,65,168,87,-2.8
3813,0,67,167,87,-2.8
3814,0,67,167,91,-2.8
3815,0,15,167,96,-2.8
3816,0,34,167,110,-2.8
3817,0,120,166,117,-2.8
3818,0,72,166,117,-2.8
3819,0,72,165,89,-2.8
3820,0,76,165,77,-2.8
3821,0,46,165,77,-2.8
3822,0,12,164,79,-2.8
3823,0,147,164,79,-2.8
3824,0,147,163,80,-2.8
3825,0,41,163,63,-2.8
3826,0,0,162,62,-2.8
3827,0,0,162,62,-2.8
3828,0,0,161,62,-2.8
3829,0,0,160,0,-2.8
3830,0,24,160,17,-2.8
3831,0,108,158,50,-2.8
3832,0,93,157,62,-2.8
3833,0,117,156,81,-2.8
3834,0,171,156,97,-2.8
3835,0,95,156,97,-2.8
3836,0,0,156,97,-2.8
3837,0,0,156,97,-2.8
3838,0,0,156,0,-2.8
3839,0,0,157,0,-2.8
3840,0,102,157,65,-2.8
3841,0,685,158,91,-2.8
3842,0,697,159,105,-2.8
3843,0,730,160,115,-2.8
3844,0,783,162,124,-2.8
3845,0,360,163,133,-2.8
3846,0,0,165,133,-2.8
3847,0,0,166,133,-2.8
3848,0,0,167,137,-2.8
3849,0,0,169,137,-2.8
3850,0,10,170,24,-2.8
3851,0,43,171,93,-2.8
3852,0,0,172,74,-2.8
3853,0,0,172,74,-2.8
3854,0,0,173,85,-2.8
3855,0,7,173,77,-2.8
3856,0,0,173,82,-2.8
3857,0,0,173,85,-2.8
3858,0,0,172,85,-2.8
3859,0,0,172,85,-2.8
3860,0,0,172,0,-2.8
3861,0,62,172,26,-2.8
3862,0,130,173,84,-2.8
3863,0,125,173,87,-2.8
3864,0,103,173,90,-2.8
3865,0,0,173,90,-2.8
3866,0,0,173,93,-2.8
3867,0,0,173,93,-2.8
3868,0,27,173,16,-2.8
3869,0,107,172,77,-2.8
3870,0,94,172,77,-2.8
3871,0,40,172,69,-2.8
3872,0,99,171,80,-2.8
3873,0,0,171,80,-2.8
3874,0,0,170,85,-2.8
3875,0,0,170,85,-2.8
3876,0,0,169,0,-2.8
3877,0,0,168,0,-2.8
3878,0,0,167,0,-2.8
3879,0,48,166,20,-2.8
3880,0,140,166,82,-2.8
3881,0,104,165,87,-3
3882,0,46,164,89,-3
3883,0,46,163,89,-3
3884,0,48,162,60,-3
3885,0,99,162,84,-3
3886,0,101,161,87,-3
3887,0,89,161,88,-3
3888,0,77,159,89,-3
3889,0,30,159,89,-3
3890,0,31,158,50,-3
3891,0,131,157,83,-3
3892,0,104,157,84,-3
3893,0,105,156,86,-3
3894,0,123,155,88,-3
3895,0,98,155,91,-3
3896,0,0,155,93,-3
3897,0,0,154,93,-3
3898,0,0,153,93,-3
3899,0,29,152,18,-3
3900,0,124,150,71,-3
3901,0,107,150,77,-3
3902,0,101,149,83,-3
3903,0,111,149,83,-3
3904,0,111,149,84,-3
3905,0,93,149,88,-3
3906,0,87,149,87,-3
3907,0,107,148,88,-3
3908,0,99,148,89,-3
3909,0,97,148,90,-3
3910,0,88,148,91,-3
3911,0,95,148,87,-3
3912,0,32,147,85,-3
3913,0,32,147,49,-3
3914,0,30,147,49,-3
3915,0,30,146,59,-3
3916,0,17,146,59,-3
3917,0,17,145,59,-3
3918,0,17,145,60,-3
3919,0,64,145,77,-3
3920,0,22,145,79,-3
3921,0,23,145,30,-3
3922,0,102,145,72,-3
3923,0,0,144,72,-3
3924,0,0,144,72,-3
3925,0,0,145,73,-3
3926,0,0,145,73,-3
3927,0,0,145,73,-3
3928,0,0,145,0,-3
3929,0,0,145,0,-3
3930,0,0,145,73,-3
3931,0,0,146,73,-3
3932,0,0,145,73,-3
3933,0,0,146,0,-3
3934,0,0,146,0,-3
3935,0,0,146,73,-3
3936,0,0,147,73,-3
3937,0,0,147,73,-3
3938,0,0,148,73,-3
3939,0,0,148,73,-3
3940,0,0,148,73,-3
3941,0,0,148,73,-3
3942,0,0,148,73,-3
3943,0,0,149,73,-3
3944,0,0,149,0,-3
3945,0,0,150,0,-3
3946,0,0,150,0,-3
3947,0,0,151,0,-3
